source,target,weight
Odia Coates,Paul Anka,6
Duane Chase,Nicholas Hammond,6
Jomie,Powfu,6
Andrew Garfield,Vanessa Hudgens,6
Steep Canyon Rangers,Steve Martin,6
Duane Chase,Kym Karath,6
Fat Joe,Remy Ma,6
A-Trak,Yeah Yeah Yeahs,6
J Balvin,KAROL G,6
Dennis Martin,Spotlight Musicals,6
Duane Chase,Heather Menzies,6
DJ BOY,Mc Kako,6
Barilari,Jukka Nevalainen,6
Baffa-Berlingieri y su Orquesta,Roberto Goyeneche,6
Powfu,Sarcastic Sounds,6
Joel Corry,MNEK,6
Enrique Campos,Ricardo Tanturi,6
Feid,Sky Rompiendo,6
Bruno Mars,Wiz Khalifa,6
BADSISTA,Linn da Quebrada,6
MC Ryan SP,Mc Kadu,6
Lucio Demare,Raúl Berón,6
Debbie Turner,Nicholas Hammond,6
Alfred Heinrichs,Haexxa,6
Alan Walker,K-391,6
Orlando Quartet,Wolfgang Amadeus Mozart,6
Chris Brown,Wisin & Yandel,6
Michel Gasciarrino,Wolfgang Amadeus Mozart,6
Michel Gasciarrino,Orlando Quartet,6
Pritam,Sameer,6
Hermann Baumann,Wolfgang Amadeus Mozart,6
Afrojack,David Guetta,6
Hermann Baumann,Orlando Quartet,6
Hannah Hobbs,Hillsong Worship,6
Alexander Pappas,Hillsong Young & Free,6
Bruno Mars,Snoop Dogg,6
Hermann Baumann,Michel Gasciarrino,6
YAIBA,Yasuharu Takanashi,6
GAYLE,The Wild,6
Jens Johansson,Sami Vänskä,6
Henk Guldemond,Wolfgang Amadeus Mozart,6
Henk Guldemond,Orlando Quartet,6
Henk Guldemond,Michel Gasciarrino,6
Henk Guldemond,Hermann Baumann,6
Andrew Lloyd Webber,Ivano Turco,6
Héctor Lavoe,Willie Colón,6
Frank Churchill,Larry Morey,6
Heinz Holliger,Orlando Quartet,6
Disney,Disney Peaceful Piano,6
The English Concert Choir,Trevor Pinnock,6
T-Pain,Wisin & Yandel,6
Heinz Holliger,Michel Gasciarrino,6
Heinz Holliger,Hermann Baumann,6
Heinz Holliger,Henk Guldemond,6
Gerald Wirth,Traditional,6
Traditional,Wiener Sängerknaben,6
Anton Mittermayr,Pyotr Ilyich Tchaikovsky,6
Catherine Larsen-Maguire,Christoph Israel,6
6LACK,Pink Sweat$,6
Pritam,Rahat Fateh Ali Khan,6
Catherine Larsen-Maguire,Swonderful Orchestra,6
John Newman,MistaJam,6
David Guetta,MistaJam,6
The English Concert,The English Concert Choir,6
Catherine Larsen-Maguire,Traditional,6
CORBAL,Shiloh Dynasty,6
Christoph Israel,Swonderful Orchestra,6
David Guetta,John Newman,6
Swonderful Orchestra,Traditional,6
Becky G,Natti Natasha,6
George Frideric Handel,The English Concert Choir,6
Benny Dayal,Pritam,6
Lykke Li,The Magician,6
David Ogden Stiers,Nina Flyer,6
Chie Nagatani,Nina Flyer,6
Chie Nagatani,David Ogden Stiers,6
Andy Luxx,Dj Aaron,6
Schubert-Akademie,Wiener Sängerknaben,6
Gerald Wirth,Schubert-Akademie,6
Becky Hill,Topic,6
Dame Joan Sutherland,Luciano Pavarotti,6
Nelson Arrieta,Ronald Borjas,6
Manni Sandhu,Tegi Pannu,6
Gjermund Larsen,Marco Ambrosini,6
Daddy Yankee,Wisin & Yandel,6
Original Broadway Cast of Hamilton,Phillipa Soo,6
Barilari,Sami Vänskä,6
Adolphe Adam,Rolando Villazón,6
Jukka Nevalainen,Sami Vänskä,6
Debbie Turner,Kym Karath,6
Bierkapitän,Dj Aaron,6
Celtic Thunder,Keith Harkin,6
Almir Sater,Renato Teixeira,6
Macklemore,Rudimental,6
Altamash Faridi,Arijit Singh,6
Jess Glynne,Rudimental,6
Jess Glynne,Macklemore,6
Post Malone,Ty Dolla $ign,6
John Alldis Choir,Luciano Pavarotti,6
Debbie Turner,Heather Menzies,6
Arijit Singh,Tanishk Bagchi,6
Gershon Jackson,Reset Preset,6
Emppu Vuorinen,Jens Johansson,6
Badshah,Payal Dev,6
Debbie Turner,Duane Chase,6
Doctora Juguetes,Hallie,6
Julien Bam,Vincent Lee,5
Harold Hastings,Stephen Sondheim,5
Ben Fankhauser,Krystina Alabado,5
Cianciarulo,Ricardo Iorio,5
Katie Thompson,Krystina Alabado,5
Der Bielefelder Kinderchor,Friedrich Oberschelp,5
Der Bielefelder Kinderchor,Traditional,5
Sean Paul,Spice,5
Friedrich Oberschelp,Traditional,5
Gjermund Larsen,Sondre Meisfjord,5
Grete Pedersen,Sondre Meisfjord,5
Sondre Meisfjord,Traditional,5
Rain,Sounds Of Nature : Thunderstorm,5
Rain Sounds,Rain for Deep Sleep,5
Belinda,Lérica,5
Magneto,Sentidos Opuestos,5
Anita Kerr Singers,Webb Pierce,5
AronChupa,Little Sis Nora,5
Danny Saucedo,Niello,5
Anna Stadling,Helen Sjöholm,5
Julio Sosa,Orquesta de Leopoldo Federico,5
Asees Kaur,Jubin Nautiyal,5
Carlos Dante,Orquesta de Alfredo De Angelis,5
Marshall Jefferson,Noosa Heads,5
Carlos Dante,Julio Martel,5
Miguel Calo,Raul Iriarte,5
4i20,Mandragora,5
NG Rezonance,S5,5
Andreya Triana,Bonobo,5
José González,Zero 7,5
Neophyte,The Viper,5
Elley Duhé,FAST BOY,5
Elley Duhé,James Carter,5
BCee,Charlotte Haining,5
Loy,Shankar,5
Elley Duhé,MEDUZA,5
FAST BOY,James Carter,5
FAST BOY,MEDUZA,5
James Carter,MEDUZA,5
ILLENIUM,Sueco,5
Ehsaan,Gulzar,5
Blake Shelton,Gwen Stefani,5
Dabin,Seven Lions,5
Gurinder Gill,Money Musik,5
Hardcore Masif,Weaver,5
Ehsaan,Loy,5
Deekline,Navigator,5
CalliCartel,Tz da Coronel,5
ILLENIUM,Trippie Redd,5
Sueco,Trippie Redd,5
Pat Kalla,Voilaaa,5
Chronic Law,DANSKY RECORDS,5
Ingrid Andress,Sam Hunt,5
GLOBBY,buller,5
Bebe Rexha,Lunay,5
Bebe Rexha,Pink Sweat$,5
Lunay,Pink Sweat$,5
Anne-Marie,Sean Paul,5
Clean Bandit,Sean Paul,5
Arcangelo Corelli,Cet étrange éclat,5
Arcangelo Corelli,The English Concert,5
Arcangelo Corelli,Trevor Pinnock,5
DJ Snake,GASHI,5
David Arnold,Michael Price,5
Dabzee,SA,5
Donna Blakely,Ralphi Rosario,5
João Gilberto,Stan Getz,5
Johann Sebastian Bach,Lang Lang,5
Deep Chills,IVIE,5
Salim–Sulaiman,Shreya Ghoshal,5
Barry Ashworth,Dub Pistols,5
Dr. Dre,Eminem,5
Dub Pistols,Rodney P,5
Javed Ali,Pritam,5
Ehsaan,Shankar,5
Alan Walker,Au/Ra,5
Deekline,General Levy,5
Ankur Tewari,The Ghalat Family,5
KAROL G,Tiësto,5
Donny Hathaway,Pink Sweat$,5
MC Joãozinho VT,Mc Kadu,5
BHZ,Ion Miles,5
Burna Boy,Stormzy,5
Maren Morris,Zedd,5
Ben Lukas Boysen,Sebastian Plano,5
Bad Boy Bill,Gettoblaster,5
Alan Menken,Howard Ashman,5
Britten Sinfonia,Gerald Barry,5
Britten Sinfonia,Thomas Adès,5
Pritam,Yo Yo Honey Singh,5
Gerald Barry,Thomas Adès,5
Clean Bandit,Jess Glynne,5
H Dixit,Lofi Person,5
Bass Modulators,Noisecontrollers,5
&ME,Adam Port,5
Arcane,League of Legends,5
Purple Disco Machine,Sophie and the Giants,5
Bernhard Paumgartner,Camerata Salzburg,5
&ME,Rampa,5
Francesco Yates,Robin Schulz,5
Die Mallorca Cowboys,Markus Becker,5
Adam Port,Rampa,5
Dither,Warface,5
Amaal Mallik,Arijit Singh,5
ALEX,THE AKUMA,5
THE AKUMA,TOKYO ROSE,5
DJ BOY,MC Ryan SP,5
Julio Humala L,William Luna,5
Arijit Singh,Nikhita Gandhi,5
THE ANXIETY,Tyler Cole,5
THE ANXIETY,WILLOW,5
Tyler Cole,WILLOW,5
Noisia,The Upbeats,5
Rivers Cuomo,Royal & the Serpent,5
Rivers Cuomo,The Knocks,5
Royal & the Serpent,The Knocks,5
Kausar Munir,OAFF,5
BTS,Halsey,5
Pritam,Shaan,5
Gurinder Gill,Shinda Kahlon,5
Eminem,Skylar Grey,5
Kausar Munir,Savera,5
Kirsty MacColl,The Pogues,5
Calvin Harris,Pharrell Williams,5
Ludovico Einaudi,Robert Ziegler,5
Ludovico Einaudi,Royal Philharmonic Orchestra,5
Robert Ziegler,Royal Philharmonic Orchestra,5
Inspectah Deck,Wu-Tang Clan,5
MD X-Spress,Mike Dunn,5
D-Block & S-te-Fan,Ghost Stories,5
Anne-Marie,Niall Horan,5
Alok,Zafrir,5
Dobrawa Czocher,Hania Rani,5
Krummerne,Laus Høybye,5
Rxseboy,Sarcastic Sounds,5
Arijit Singh,Shaarib Toshi,5
Nikhil D'Souza,Pritam,5
Bernhard Paumgartner,Wolfgang Amadeus Mozart,5
Felp 22,Medellin,5
Shankar Mahadevan,Shankar-Ehsaan-Loy,5
Freestylers,Navigator,5
Nicky Jam,Ozuna,5
Nicky Jam,Sech,5
MC Cebezinho,Mc Kadu,5
Camerata Salzburg,Wolfgang Amadeus Mozart,5
Julien Baker,Lucy Dacus,5
Julien Baker,Phoebe Bridgers,5
Lucy Dacus,Phoebe Bridgers,5
Jerry Douglas,Sam Bush,5
Holly Walker,Maribou State,5
Mc Kadu,Mc Lele JP,5
CORBAL,itssvd,5
Bethel Music,Cory Asbury,5
Arijit Singh,Neha Kakkar,5
Bagua Records,Neo Beats,5
Nikhita Gandhi,Pritam,5
Jerry Douglas,Tony Rice,5
Idina Menzel,Josh Gad,5
Josh Gad,Kristen Bell,5
Fairlane,Kala,5
BTS,Steve Aoki,5
Becky Hill,Goodboys,5
Becky Hill,MEDUZA,5
Antonio Orozco,Juanes,5
Günter Wand,Gürzenich Orchestra Köln,5
Günter Wand,Wolfgang Amadeus Mozart,5
Gürzenich Orchestra Köln,Wolfgang Amadeus Mozart,5
Anton Steck,Concerto Köln,5
Anton Steck,Wolfgang Amadeus Mozart,5
Gulzar,Shankar,5
Academy of St. Martin in the Fields Chamber Ensemble,Wolfgang Amadeus Mozart,5
Pritam,Tulsi Kumar,5
Claire-Marie Le Guay,Wolfgang Amadeus Mozart,5
Anna Grey,Gestört aber GeiL,5
Alesso,Katy Perry,5
DJ30A,Huda Hudia,5
Gulzar,Loy,5
Sub Focus,Wilkinson,5
Arijit Singh,Asees Kaur,5
Felix Jaehn,Ray Dalton,5
AP Dhillon,Money Musik,5
Ed Rush,Optical,5
COBRAH,Chris Lorenzo,5
DaBaby,Dua Lipa,5
Anne-Marie,Marshmello,5
Cynthia Luz,Pedro Lotto,5
Camila Cabello,Shawn Mendes,5
Berliner Philharmoniker,Wolfgang Amadeus Mozart,5
English Baroque Soloists,The Monteverdi Choir,5
John Eliot Gardiner,The Monteverdi Choir,5
Fabian Mazur,Snavs,5
DJ Negret,Mc Kevin,5
National Philharmonic Orchestra,Richard Bonynge,5
Kanako Yanagida,Kentaro Ifuku,5
Arijit Singh,Meet Bros.,5
Ali Sasha,Zhoobin Askarieh,5
Farimah Ghavamsadri,National Symphony Orchestra of Ukraine,5
Fetty Wap,Monty,5
Gaza Slim,Vybz Kartel,5
Anthony Ramos,Original Broadway Cast of Hamilton,5
Christopher Jackson,Original Broadway Cast of Hamilton,5
Leslie Odom Jr.,Okieriete Onaodowan,5
Ranjith Govind,Yuvan Shankar Raja,5
Andrea Jeremiah,Yuvan Shankar Raja,5
Sadhana Sargam,Yuvan Shankar Raja,5
Rahul Nambiar,Yuvan Shankar Raja,5
Karthik,Yuvan Shankar Raja,5
Ilaiyaraaja,Yuvan Shankar Raja,5
Feid,Maluma,5
Daddy Yankee,Justin Bieber,5
Justin Bieber,Luis Fonsi,5
Ed Sheeran,Paulo Londra,5
Aitana,Emilia,5
Aitana,Ptazeta,5
Emilia,Ptazeta,5
J Balvin,Lalo Ebratt,5
Antonio Orozco,David Bisbal,5
Antonio Orozco,India Martinez,5
Antonio Orozco,Laura Pausini,5
Antonio Orozco,Manuel Carrasco,5
Antonio Orozco,Pablo Alborán,5
Antonio Orozco,Pablo López,5
Antonio Orozco,Rozalén,5
Antonio Orozco,Vanesa Martín,5
David Bisbal,India Martinez,5
David Bisbal,Juanes,5
David Bisbal,Laura Pausini,5
David Bisbal,Malú,5
David Bisbal,Manuel Carrasco,5
David Bisbal,Pablo Alborán,5
David Bisbal,Pablo López,5
David Bisbal,Rozalén,5
David Bisbal,Vanesa Martín,5
India Martinez,Juanes,5
India Martinez,Laura Pausini,5
India Martinez,Malú,5
India Martinez,Manuel Carrasco,5
India Martinez,Pablo Alborán,5
India Martinez,Pablo López,5
India Martinez,Rozalén,5
India Martinez,Vanesa Martín,5
Jesse & Joy,Pablo Alborán,5
Juanes,Laura Pausini,5
Juanes,Malú,5
Juanes,Manuel Carrasco,5
Juanes,Pablo Alborán,5
Juanes,Pablo López,5
Juanes,Rozalén,5
Juanes,Shakira,5
Juanes,Vanesa Martín,5
Laura Pausini,Malú,5
Laura Pausini,Manuel Carrasco,5
Laura Pausini,Pablo Alborán,5
Laura Pausini,Pablo López,5
Laura Pausini,Rozalén,5
Laura Pausini,Vanesa Martín,5
Malú,Manuel Carrasco,5
Malú,Pablo Alborán,5
Malú,Pablo López,5
Malú,Rozalén,5
Malú,Vanesa Martín,5
Manuel Carrasco,Pablo Alborán,5
Manuel Carrasco,Pablo López,5
Manuel Carrasco,Rozalén,5
Manuel Carrasco,Vanesa Martín,5
Pablo Alborán,Pablo López,5
Pablo Alborán,Rozalén,5
Pablo Alborán,Vanesa Martín,5
Pablo López,Rozalén,5
Pablo López,Vanesa Martín,5
Rozalén,Vanesa Martín,5
Chris Jedi,Ozuna,5
Arcangel,J Balvin,5
Arcangel,Ozuna,5
Randy,"Tito ""El Bambino""",5
Lalo Ebratt,Yera,5
Lalo Ebratt,Sebastian Yatra,5
Anuel AA,Daddy Yankee,5
Nihal Sadiq,Ribin Richard,5
Nysha Fathima,Sajeer Koppam,5
Hanumankind,Kalmi,5
Alceu Valença,Elba Ramalho,5
Brian McKnight,Josh Groban,5
Brian McKnight,London Symphony Orchestra,5
London Symphony Orchestra,Richard Bonynge,5
Quatuor Zaïde,Théophile Alexandre,5
New Philharmonia Orchestra,Plácido Domingo,5
Plácido Domingo,Riccardo Muti,5
Orchestra Del Teatro Dell'Opera Di Roma,Orchestra del Maggio Musicale Fiorentino,5
Orchestra Del Teatro Dell'Opera Di Roma,Zubin Mehta,5
Orchestra del Maggio Musicale Fiorentino,Zubin Mehta,5
Georges Bizet,Georges Prêtre,5
Georges Bizet,Orchestre de l'Opéra National de Paris,5
Georges Prêtre,Orchestre de l'Opéra National de Paris,5
Chorus of the Royal Opera House,New Philharmonia Orchestra,5
Chorus of the Royal Opera House,Riccardo Muti,5
Covent Garden,New Philharmonia Orchestra,5
Covent Garden,Riccardo Muti,5
Giuseppe Verdi,Montserrat Caballé,5
Montserrat Caballé,New Philharmonia Orchestra,5
Montserrat Caballé,Riccardo Muti,5
Dame Joan Sutherland,Giuseppe Verdi,5
Dame Joan Sutherland,Richard Bonynge,5
Anna Netrebko,Carlo Rizzi,5
Anna Netrebko,Giuseppe Verdi,5
Anna Netrebko,Wiener Philharmoniker,5
Milano,Riccardo Muti,5
Orchestra Del Teatro Alla Scala,Riccardo Muti,5
Francesco Nicola Fago,Il Pomo D'oro,5
Francesco Nicola Fago,Jakub Józef Orliński,5
Francesco Nicola Fago,Maxim Emelyanychev,5
Il Pomo D'oro,Jakub Józef Orliński,5
Il Pomo D'oro,Maxim Emelyanychev,5
Jakub Józef Orliński,Maxim Emelyanychev,5
Christine Brewer,Giuseppe Verdi,5
Christine Brewer,London Symphony Orchestra,5
Christine Brewer,Sir Colin Davis,5
Lorenz Büffel,Malle Anja,5
Lorenz Büffel,Mia Julia,5
Malle Anja,Mia Julia,5
Tream,treamiboii,5
Franco Piccolini,Luigi Ferrari,5
Alesso,OneRepublic,5
A.R. Rahman,Arijit Singh,5
Vishal Dadlani,Vishal-Shekhar,5
A.R. Rahman,Rakshita Suresh,5
Atif Aslam,Shreya Ghoshal,5
Jatin-Lalit,Udit Narayan,5
Daft Punk,The Weeknd,5
DubVision,Martin Garrix,5
Rana Alagöz,Selçuk Alagöz,5
Nico,The Velvet Underground,5
Alberto Vazquez,Manolo Muñoz,5
Myke Towers,Sebastian Yatra,5
Zac Efron,Zendaya,5
Idina Menzel,Michael Bublé,5
Andrew Lloyd Webber,Simon Lee,5
Andrew Lloyd Webber,The Andrew Lloyd Webber Orchestra,5
Simon Lee,The Andrew Lloyd Webber Orchestra,5
Andrew Garfield,Joshua Henry,5
Joshua Henry,Vanessa Hudgens,5
Big Fish Original Broadway Cast,Norbert Leo Butz,5
Andrew Keenan-Bolger,Carolee Carmello,5
Andrew Keenan-Bolger,Robert Lenzi,5
Carolee Carmello,Robert Lenzi,5
Andrew Lloyd Webber,Laura Baldwin,5
Georgina Castle,Laura Baldwin,5
Laura Baldwin,Victoria Hamilton-Barritt,5
Andy Karl,Groundhog Day The Musical Company,5
Groundhog Day The Musical Company,Tim Minchin,5
Eva Noblezada,Miss Saigon Original Cast,5
Helen George,Victoria Hamilton-Barritt,5
Karey Kirkpatrick,Mrs. Doubtfire Original Broadway Cast,5
Karey Kirkpatrick,Rob McClure,5
Karey Kirkpatrick,Wayne Kirkpatrick,5
Mrs. Doubtfire Original Broadway Cast,Rob McClure,5
Mrs. Doubtfire Original Broadway Cast,Wayne Kirkpatrick,5
Rob McClure,Wayne Kirkpatrick,5
Stephanie J. Block,Teal Wicks,5
Carrie Hope Fletcher,Victoria Hamilton-Barritt,5
Mika Singh,Pritam,4
Franz Liszt,Una Bourne,4
Brandi Carlile,Sam Smith,4
Inspectah Deck,RZA,4
Sean Paul,Shaggy,4
DizzyEight,Rustage,4
Shaggy,Spice,4
Felipe Gutierrez,Mexican Music Factory,4
A Great Big World,Christina Aguilera,4
Deb Talan,Steve Tannen,4
Deb Talan,The Weepies,4
Steve Tannen,The Weepies,4
Bonn,Martin Garrix,4
Ed Plumb,Frank Churchill,4
Carl Craig,Francesco Tristano,4
Carl Craig,François-Xavier Roth,4
McGwire,Rustage,4
David Guetta,Sam Martin,4
Carl Craig,Les Siècles,4
Francesco Tristano,François-Xavier Roth,4
Ed Plumb,Larry Morey,4
Francesco Tristano,Les Siècles,4
Cookin' On 3 Burners,Kungs,4
François-Xavier Roth,Les Siècles,4
Abel Pintos,Pablo Alborán,4
Abel Pintos,Pablo López,4
Abel Pintos,Rozalén,4
Abel Pintos,Shakira,4
Abel Pintos,Tommy Torres,4
Abel Pintos,Vanesa Martín,4
Antonio Carmona,Antonio Orozco,4
Antonio Carmona,David Bisbal,4
Antonio Carmona,India Martinez,4
Antonio Carmona,Jesse & Joy,4
Antonio Carmona,Juanes,4
Antonio Carmona,Laura Pausini,4
Antonio Carmona,Malú,4
Antonio Carmona,Manuel Carrasco,4
Antonio Carmona,Niña Pastori,4
Antonio Carmona,Pablo Alborán,4
Antonio Carmona,Pablo López,4
Antonio Carmona,Rozalén,4
Antonio Carmona,Shakira,4
Antonio Carmona,Tommy Torres,4
Antonio Carmona,Vanesa Martín,4
Karl Richter,Münchener Bach-Orchester,4
A.R. Rahman,Javed Ali,4
Antonio Orozco,Jesse & Joy,4
DJ Snake,Malaa,4
Grace Davidson,Peter Gregson,4
Johann Sebastian Bach,Münchener Bach-Orchester,4
Antonio Orozco,Niña Pastori,4
Deepanshu Ruhela,Swattrex,4
Johann Sebastian Bach,Karl Richter,4
JT Roach,SLANDER,4
Antonio Orozco,Shakira,4
Antonio Orozco,Tommy Torres,4
Alee,Neophyte,4
George Jones,The Smoky Mountain Boys,4
David Bisbal,Jesse & Joy,4
Larry Heard,Mr White,4
Madison Beer,Surf Mesa,4
Kelly Kiara,Sigma,4
Mike Pickering,Tim Crooks,4
David Bisbal,Niña Pastori,4
Sueth,UCLÃ,4
LoFi Waiter,Otaku,4
Ben Böhmer,Nils Hoffmann,4
David Bisbal,Shakira,4
David Bisbal,Tommy Torres,4
Kidnap,Leo Stannard,4
India Martinez,Jesse & Joy,4
CHAYA DEVI,Vedavathi Prabhakar,4
Technoboy,Tuneboy,4
D-Block Europe,Yxng Bane,4
DeeWunn,Marcy Chin,4
India Martinez,Niña Pastori,4
Altamash Faridi,Pritam,4
Alan Walker,TOMORROW X TOGETHER,4
TOMORROW X TOGETHER,salem ilese,4
India Martinez,Shakira,4
India Martinez,Tommy Torres,4
Felpita,Hallie,4
Jesse & Joy,Juanes,4
Jesse & Joy,Laura Pausini,4
Jesse & Joy,Malú,4
Jesse & Joy,Manuel Carrasco,4
Jesse & Joy,Niña Pastori,4
Chiranjeevi,Salman Khan,4
Jesse & Joy,Pablo López,4
Jesse & Joy,Rozalén,4
Jesse & Joy,Shakira,4
Jesse & Joy,Tommy Torres,4
Jesse & Joy,Vanesa Martín,4
Arijit Singh,Arko,4
Robin Schulz,Topic,4
Paul van Dyk,Topic,4
Juanes,Niña Pastori,4
ILLENIUM,iann dior,4
Paul van Dyk,Robin Schulz,4
Aaron Martin,Porya Hatami,4
Aaron Martin,Roberto Attanasio,4
Juanes,Tommy Torres,4
Porya Hatami,Roberto Attanasio,4
Cumbiafrica,HUGEL,4
Big Sean,Hit-Boy,4
Laura Pausini,Niña Pastori,4
Lexi,S3RL,4
Manchester Camerata,Tim Crooks,4
EDGE,Ratu$,4
Laura Pausini,Shakira,4
Laura Pausini,Tommy Torres,4
Felix Jaehn,Zoe Wees,4
Sina Shoaie,Soheil Soheili,4
Malú,Niña Pastori,4
Manchester Camerata,Mike Pickering,4
Calcinha Preta,Gusttavo Lima,4
Dougal,Gammer,4
Malú,Shakira,4
Malú,Tommy Torres,4
Nico Santos,Topic,4
Manuel Carrasco,Niña Pastori,4
Nico Santos,Robin Schulz,4
Lookas,Sage The Gemini,4
Klubfiller,Rob Tissera,4
Manuel Carrasco,Shakira,4
Manuel Carrasco,Tommy Torres,4
Flo Rida,Sage The Gemini,4
Niña Pastori,Pablo Alborán,4
Niña Pastori,Pablo López,4
Niña Pastori,Rozalén,4
Niña Pastori,Shakira,4
Niña Pastori,Tommy Torres,4
Niña Pastori,Vanesa Martín,4
Aaron Smith,Malik Hart,4
James Hype,Tita Lau,4
Pablo Alborán,Shakira,4
Pablo Alborán,Tommy Torres,4
Flo Rida,Lookas,4
Graeme Park,Tim Crooks,4
Pablo López,Shakira,4
Pablo López,Tommy Torres,4
Karl Böhm,Wolfgang Amadeus Mozart,4
Rozalén,Shakira,4
Rozalén,Tommy Torres,4
Nico Santos,Paul van Dyk,4
Shakira,Tommy Torres,4
Shakira,Vanesa Martín,4
Tommy Torres,Vanesa Martín,4
Nelly Furtado,Timbaland,4
Demi Lovato,Luis Fonsi,4
Graeme Park,Mike Pickering,4
Graeme Park,Manchester Camerata,4
ILLENIUM,Skylar Grey,4
Grace Davidson,Hannah Cooke,4
Daniel Pioro,Peter Gregson,4
Daniel Pioro,Hannah Cooke,4
Daniel Pioro,Grace Davidson,4
Clara Sanabras,Peter Gregson,4
Clara Sanabras,Hannah Cooke,4
Claudio Abbado,London Symphony Orchestra,4
Clara Sanabras,Grace Davidson,4
Lele Pons,Mariah Angeliq,4
Clara Sanabras,Daniel Pioro,4
Krystal,S3RL,4
Herbert von Karajan,Ottorino Respighi,4
Lazerpunk,Max Brhon,4
Bad Gyal,Maria Becerra,4
Bad Gyal,Mariah Angeliq,4
Maria Becerra,Mariah Angeliq,4
HALIENE,Seven Lions,4
Berliner Philharmoniker,Ottorino Respighi,4
J Balvin,Tyga,4
DJ Snake,Tyga,4
Nacho,Yandel,4
FiNCH,SDP,4
Farimah Ghavamsadri,Vladimir Sirenko,4
Fetty Wap,Remy Boyz,4
Lalo Ebratt,Trapical Minds,4
Sebastian Yatra,Trapical Minds,4
Sebastian Yatra,Yera,4
Trapical Minds,Yera,4
Anne-Marie,Rudimental,4
Allan Wilson,Chris Pearson,4
Bipolar Sunshine,DJ Snake,4
Ares Trio,Dmitri Shostakovich,4
Bryan Senti,Dustin O'Halloran,4
Dj Victor,MC GP,4
Kianush,PA Sports,4
Apollo Voices,Chris Pearson,4
Apollo Voices,Darran Muller,4
Raekwon,Wu-Tang Clan,4
Apollo Voices,James Hayto,4
James Hype,Pia Mia,4
NEIKED,Polo G,4
Chris Pearson,Darran Muller,4
Chris Pearson,Graham Foote,4
Chris Pearson,James Hayto,4
Chris Pearson,Rolando Villazón,4
Chris Pearson,Slovak National Symphony Orchestra,4
Darran Muller,Graham Foote,4
Mae Muller,Polo G,4
Mae Muller,NEIKED,4
Shiloh Dynasty,Unclenathannn,4
Graham Foote,James Hayto,4
Method Man,Wu-Tang Clan,4
Inspectah Deck,Raekwon,4
Ralphi Rosario,lego,4
Inspectah Deck,Method Man,4
MC Ryan SP,Mc Don Juan,4
Nucleya,Ritviz,4
Bad Bunny,Dua Lipa,4
Almafuerte,Beto Zamarbide,4
Dua Lipa,J Balvin,4
Dua Lipa,Tainy,4
Pyotr Ilyich Tchaikovsky,Una Bourne,4
Daddy Yankee,J Balvin,4
Ak4:20,Drago200,4
Rob Tissera,Steve Hill,4
Bossy Bo,Hva Snakker Du Om?,4
Alice Babs,Titti,4
MC Couper,Parimal Shais,4
Srinivas,Sujatha,4
ThirumaLi,Thudwiser,4
CamelPhat,Elderbrook,4
Kelvin T,Takeem,4
Ann Clue,Boris Brejcha,4
Solomun,ÄTNA,4
NTO,Tricky,4
AKA AKA,Thalstroem,4
Caramelows,Liniker,4
Caramelows,Liniker e os Caramelows,4
Liniker,Liniker e os Caramelows,4
Sir Colin Davis,Wolfgang Amadeus Mozart,4
Kygo,OneRepublic,4
Seu Jorge,Zeca Pagodinho,4
Diogo Nogueira,Hamilton De Holanda,4
Conjure One,Rhys Fulber,4
Anders Matthesen,Hva Snakker Du Om?,4
Berliner Philharmoniker,Johann Sebastian Bach,4
Anders Matthesen,Bossy Bo,4
Andreas Vollenweider,Matthias Ziegler,4
Matthias Ziegler,Pedro Haldemann,4
Matthias Ziegler,Walter Keiser,4
Andreas Vollenweider,Christoph Stiefel,4
Christoph Stiefel,Pedro Haldemann,4
Christoph Stiefel,Walter Keiser,4
Tom Eaton,Will Ackerman,4
Ingrid Haebler,Sir Colin Davis,4
Astrud Gilberto,João Gilberto,4
Glee Cast,Gwyneth Paltrow,4
Ikke Hüftgold,Lorenz Büffel,4
MC Ryan SP,Mc Kako,4
Mustard,Ty Dolla $ign,4
Astrud Gilberto,Stan Getz,4
Dub Pistols,MC Navigator,4
Amber Van Day,HUGEL,4
Elley Duhé,Gryffin,4
M.D,Ron Trent,4
Gaetano Donizetti,Vincenzo Ciliberti,4
Pritam,Sreerama Chandra,4
BHZ,Monk,4
Ralphi Rosario,Xavier Gold,4
Preme,Tiësto,4
Post Malone,Tiësto,4
Chez Damier,M.D,4
MC Joãozinho VT,MC Leozinho ZS,4
Berliner Philharmoniker,Chor der Deutschen Oper Berlin,4
Post Malone,Preme,4
Kid Rock,Sheryl Crow,4
Chor der Deutschen Oper Berlin,Giacomo Puccini,4
Chor der Deutschen Oper Berlin,Herbert von Karajan,4
Dub Pistols,Seanie Tee,4
Major RD,Rock Danger,4
Chris Lorenzo,DJ Zinc,4
RZA,Wu-Tang Clan,4
Gianni Maffeo,Mirella Freni,4
Freddie Gibbs,Moneybagg Yo,4
Dzeko,Tiësto,4
Justine Skye,Tyga,4
Oliver Tree,Robin Schulz,4
Amaarae,Moliy,4
Arcangelo Corelli,Herbert von Karajan,4
Dzeko,Preme,4
Kausar Munir,Lothika,4
Dzeko,Post Malone,4
Mc IG,Mc Magal,4
Ellie Goulding,Juice WRLD,4
Mc IG,Mc Kelvinho,4
